"poll_id","candidate_name","pct","sample_size","state"
542,"Kamala Harris",40.0227879360318,329,"RI"
543,"Donald Trump",34.4651256827638,735,"SD"
544,"Kamala Harris",38.2483848324046,433,"MS"
545,"Donald Trump",47.7261255914345,1002,"FL"
546,"Joe Biden",39.9118687445298,610,"HI"
547,"Joe Biden",43.4550745552406,1230,"GA"
548,"Donald Trump",35.6500887591392,1350,"WI"
549,"Joe Biden",46.3411660585552,761,"TN"
550,"Kamala Harris",34.921989091672,1355,"WA"
551,"Donald Trump",37.3929238785058,615,"RI"
552,"Donald Trump",34.7104879003018,1407,"NV"
553,"Kamala Harris",48.7151385191828,1327,"KY"
554,"Joe Biden",38.3015365665779,914,"UT"
555,"Joe Biden",32.7489881077781,478,"OR"
556,"Donald Trump",48.2872944604605,721,"OH"
557,"Kamala Harris",36.9528275215998,1485,"LA"
558,"Joe Biden",47.0586175145581,317,"IN"
559,"Joe Biden",32.8527035750449,658,"CT"
560,"Kamala Harris",37.1886574197561,590,"VT"
561,"Kamala Harris",34.9101013503969,536,"NM"
562,"Donald Trump",30.9181189304218,587,"AZ"
563,"Joe Biden",45.6909580435604,841,"ND"
564,"Kamala Harris",33.9834346901625,452,"MO"
565,"Kamala Harris",37.8370048850775,574,"HI"
566,"Kamala Harris",36.4712448930368,855,"TN"
567,"Joe Biden",42.0421181013808,914,"KS"
568,"Kamala Harris",40.8254335913807,1341,"OH"
569,"Kamala Harris",49.8164746537805,606,"OK"
570,"Joe Biden",35.0758209824562,1181,"CT"
571,"Donald Trump",44.7053978638723,923,"GA"
572,"Joe Biden",49.552163220942,1370,"MD"
573,"Donald Trump",41.1609248351306,686,"KY"
574,"Donald Trump",37.8541631903499,987,"MA"
575,"Joe Biden",46.4937851857394,482,"TX"
576,"Kamala Harris",32.247689217329,929,"IN"
577,"Joe Biden",40.7155580818653,586,"AZ"
578,"Donald Trump",38.8766316976398,735,"IN"
579,"Donald Trump",35.479144253768,1420,"NY"
580,"Joe Biden",33.147150715813,1303,"WI"
581,"Donald Trump",47.4367614742368,1000,"OR"
582,"Joe Biden",41.2408971274272,831,"NJ"
583,"Joe Biden",41.0137951653451,1301,"OH"
584,"Donald Trump",41.8473057122901,1251,"IN"
585,"Donald Trump",44.5562572544441,1409,"KY"
586,"Donald Trump",42.7785056922585,1495,"HI"
587,"Donald Trump",42.2890032967553,869,"AL"
588,"Kamala Harris",31.0483370115981,1397,"FL"
589,"Joe Biden",41.3031550589949,1173,"NE"
590,"Joe Biden",41.7468276061118,1202,"AZ"
591,"Joe Biden",42.5713415024802,406,"UT"
592,"Joe Biden",42.4378129001707,316,"MI"
593,"Kamala Harris",31.6454008407891,595,"UT"
594,"Donald Trump",31.552852243185,464,"WV"
595,"Joe Biden",43.7418937962502,506,"SD"
596,"Joe Biden",46.606071847491,1276,"NJ"
597,"Kamala Harris",32.9181975033134,442,"FL"
598,"Kamala Harris",45.6706014461815,636,"IA"
599,"Joe Biden",39.7290015826002,1472,"VA"
600,"Joe Biden",49.785302109085,969,"OH"
601,"Donald Trump",39.9820990907028,463,"DE"
602,"Kamala Harris",41.2452107015997,1249,"WV"
603,"Joe Biden",37.5651404121891,1389,"AL"
604,"Joe Biden",40.3727439465001,823,"MT"
605,"Kamala Harris",31.4856758434325,582,"TX"
606,"Joe Biden",40.7694468833506,366,"AL"
607,"Donald Trump",49.2212200164795,1086,"WA"
608,"Donald Trump",40.5562027916312,1229,"RI"
609,"Kamala Harris",38.7431890377775,835,"NH"
610,"Joe Biden",30.6453399313614,1487,"MI"
611,"Kamala Harris",30.7546836137772,339,"MN"
612,"Joe Biden",30.9469658788294,1500,"NM"
613,"Kamala Harris",33.2191807124764,1408,"HI"
614,"Kamala Harris",39.381947866641,449,"NJ"
615,"Joe Biden",46.1184794967994,928,"OR"
616,"Kamala Harris",35.6119503220543,1026,"NM"
617,"Kamala Harris",45.0956797040999,963,"NJ"
618,"Kamala Harris",40.4365162970498,848,"MS"
619,"Kamala Harris",35.7789438636974,1424,"WV"
620,"Kamala Harris",30.347544029355,742,"MT"
621,"Donald Trump",43.3669905969873,929,"WI"
622,"Kamala Harris",31.3395192939788,731,"WI"
623,"Donald Trump",46.7277285363525,1144,"MT"
624,"Kamala Harris",32.706863116473,943,"SC"
625,"Donald Trump",43.1175621692091,1306,"AZ"
626,"Joe Biden",46.7589545762166,1307,"MD"
627,"Joe Biden",35.1529599213973,752,"SC"
628,"Kamala Harris",32.7199057023972,933,"MA"
629,"Joe Biden",45.2697682846338,1150,"IN"
630,"Donald Trump",34.2399246664718,869,"KS"
631,"Joe Biden",35.3593919845298,1170,"NE"
632,"Donald Trump",40.6366238929331,1062,"KS"
633,"Donald Trump",39.4823373481631,727,"OH"
634,"Joe Biden",37.4688732996583,614,"IN"
635,"Joe Biden",45.5069985706359,691,"MT"
636,"Donald Trump",41.1640794016421,618,"KY"
637,"Kamala Harris",33.1047324230894,1471,"NM"
638,"Joe Biden",49.7883689682931,799,"KY"
639,"Donald Trump",34.8889286071062,337,"VT"
640,"Joe Biden",32.6075702439994,530,"MD"
641,"Donald Trump",34.2536227079108,1195,"AK"
642,"Kamala Harris",37.6000849669799,586,"KS"
643,"Donald Trump",37.1924233762547,589,"IN"
644,"Donald Trump",36.0532409790903,1440,"OR"
645,"Kamala Harris",30.8879942726344,742,"NY"
646,"Joe Biden",48.6956670554355,375,"SD"
647,"Donald Trump",41.3743405975401,632,"MS"
648,"Kamala Harris",34.4160549016669,327,"NH"
649,"Kamala Harris",47.5592235056683,681,"MA"
650,"Joe Biden",39.34577612672,983,"NE"
651,"Kamala Harris",40.8469962934032,306,"WY"
652,"Joe Biden",45.6879634782672,904,"NH"
653,"Joe Biden",42.9574054479599,759,"NE"
654,"Kamala Harris",32.8978629410267,1355,"NV"
655,"Joe Biden",36.4327475428581,1408,"GA"
656,"Joe Biden",49.0211116522551,1418,"NH"
657,"Kamala Harris",33.7639698199928,446,"LA"
658,"Joe Biden",45.0080849695951,530,"ND"
659,"Joe Biden",39.1831695055589,1364,"AR"
660,"Joe Biden",32.8273009788245,853,"SD"
661,"Donald Trump",34.1038615209982,594,"WA"
662,"Donald Trump",43.5058699920774,966,"AK"
663,"Donald Trump",32.7606042101979,589,"AR"
664,"Donald Trump",38.3108740160242,1221,"ID"
665,"Kamala Harris",39.024940636009,858,"NH"
666,"Kamala Harris",42.4589313939214,491,"WY"
667,"Donald Trump",35.0234859483317,956,"HI"
668,"Joe Biden",39.2830692743883,1450,"RI"
669,"Kamala Harris",33.3101845812052,522,"NE"
670,"Joe Biden",47.1561290696263,719,"NJ"
671,"Kamala Harris",33.1310379458591,1489,"AR"
672,"Kamala Harris",31.7666326742619,1316,"GA"
673,"Kamala Harris",47.8683554381132,359,"MN"
674,"Joe Biden",36.0124101676047,1340,"UT"
675,"Donald Trump",45.0417334213853,1306,"WV"
676,"Kamala Harris",38.0321329599246,660,"AK"
677,"Kamala Harris",38.971162121743,1049,"NY"
678,"Joe Biden",33.1934796040878,787,"WY"
679,"Joe Biden",32.8903170255944,793,"UT"
680,"Joe Biden",32.9836078407243,358,"CO"
681,"Kamala Harris",40.2886851970106,453,"TN"
682,"Kamala Harris",39.8565461253747,1052,"KY"
683,"Joe Biden",42.3268553707749,331,"SC"
684,"Joe Biden",38.9484578138217,517,"MS"
685,"Donald Trump",31.1135343043134,626,"RI"
686,"Kamala Harris",30.1079261908308,624,"IN"
687,"Kamala Harris",34.4366840226576,924,"HI"
688,"Donald Trump",47.0192644791678,968,"MT"
689,"Joe Biden",35.3469241224229,1195,"MS"
690,"Kamala Harris",41.9720054650679,640,"TN"
691,"Joe Biden",42.1719939447939,720,"ME"
692,"Joe Biden",49.8431688081473,779,"WA"
693,"Kamala Harris",33.8237992161885,822,"TX"
694,"Donald Trump",45.0678116921335,386,"IN"
695,"Kamala Harris",34.8477467428893,783,"GA"
696,"Kamala Harris",36.5490444004536,449,"WA"
697,"Kamala Harris",30.0707098934799,391,"WY"
698,"Donald Trump",49.9484828719869,797,"NC"
699,"Joe Biden",38.7611900875345,396,"MN"
700,"Kamala Harris",49.953774898313,1140,"NM"
701,"Kamala Harris",33.9343833830208,590,"MI"
702,"Donald Trump",32.2295359149575,1327,"MN"
703,"Donald Trump",35.0147290108725,545,"NH"
704,"Donald Trump",43.6095320619643,417,"NJ"
705,"Kamala Harris",41.5450859349221,852,"KY"
706,"Kamala Harris",38.3269459242001,630,"FL"
707,"Donald Trump",44.5836248714477,596,"RI"
708,"Joe Biden",41.4837946603075,571,"AR"
709,"Joe Biden",41.552702980116,919,"CT"
710,"Joe Biden",41.7999825486913,824,"AK"
711,"Donald Trump",34.4585668016225,707,"MT"
712,"Joe Biden",32.0698459725827,1153,"MD"
713,"Donald Trump",44.7301205387339,1071,"KS"
714,"Donald Trump",42.2480751248077,1011,"VT"
715,"Kamala Harris",49.0242472104728,1193,"WI"
716,"Kamala Harris",49.1975173121318,1205,"NY"
717,"Kamala Harris",44.8967210017145,682,"RI"
718,"Kamala Harris",38.696602913551,336,"ND"
719,"Donald Trump",33.495502746664,377,"IL"
720,"Donald Trump",38.7057613767684,1425,"RI"
721,"Donald Trump",45.2491637552157,1060,"OK"
722,"Kamala Harris",48.3805862208828,1473,"OH"
723,"Kamala Harris",48.133951658383,1214,"WI"
724,"Kamala Harris",46.3102565798908,1443,"VT"
725,"Joe Biden",33.9950588531792,1491,"MS"
726,"Kamala Harris",30.9925117064267,1458,"AR"
727,"Joe Biden",39.5789705123752,650,"NE"
728,"Kamala Harris",41.8078673770651,847,"KS"
729,"Donald Trump",31.9324047164991,924,"DE"
730,"Joe Biden",49.0178046980873,437,"AZ"
731,"Joe Biden",33.2548627723008,949,"KY"
732,"Joe Biden",48.4301252523437,629,"MA"
733,"Kamala Harris",32.5555014563724,904,"NJ"
734,"Joe Biden",43.2547918101773,630,"VT"
735,"Donald Trump",45.6808385485783,541,"GA"
736,"Joe Biden",45.2922632358968,936,"OR"
737,"Kamala Harris",43.4514062106609,1377,"ND"
738,"Kamala Harris",32.3133180476725,493,"GA"
739,"Kamala Harris",47.0260297507048,1484,"AR"
740,"Donald Trump",42.3592318966985,576,"MS"
741,"Kamala Harris",46.7282311199233,1470,"MD"
742,"Donald Trump",33.3985644951463,1457,"TX"
743,"Joe Biden",30.2056244015694,494,"AK"
744,"Kamala Harris",36.4693946251646,901,"VA"
745,"Donald Trump",35.3936544898897,790,"OK"
746,"Donald Trump",46.5052271215245,676,"NC"
747,"Joe Biden",48.6732347402722,1397,"VA"
748,"Donald Trump",32.5558296730742,1306,"IN"
749,"Joe Biden",48.266752124764,622,"MN"
750,"Donald Trump",42.1046789549291,593,"CO"
751,"Kamala Harris",38.0057033291087,1402,"MN"
752,"Kamala Harris",43.3159060683101,771,"WY"
753,"Donald Trump",45.3519855439663,668,"AK"
754,"Donald Trump",40.4379140026867,1336,"OK"
755,"Joe Biden",37.8901503421366,1130,"NY"
756,"Donald Trump",49.3157366709784,394,"KY"
757,"Kamala Harris",30.9797108126804,625,"WA"
758,"Donald Trump",33.0661654332653,1133,"NE"
759,"Kamala Harris",43.9367813104764,1463,"MA"
760,"Joe Biden",44.5557174645364,549,"MN"
761,"Donald Trump",32.1675883093849,486,"KS"
762,"Kamala Harris",39.2913709115237,1425,"UT"
763,"Joe Biden",42.8425107244402,982,"DE"
764,"Donald Trump",37.9422187572345,1438,"AK"
765,"Kamala Harris",49.8086051410064,1433,"WA"
766,"Donald Trump",43.5741761978716,620,"WV"
767,"Joe Biden",36.3063691509888,717,"KY"
768,"Kamala Harris",33.0753852007911,989,"OH"
769,"Kamala Harris",36.0250347154215,850,"AK"
770,"Kamala Harris",31.8903106125072,1479,"TX"
771,"Joe Biden",30.5375101370737,1242,"NC"
772,"Kamala Harris",36.2096660863608,712,"GA"
773,"Donald Trump",44.84877737239,993,"ME"
774,"Donald Trump",49.2018442461267,320,"NJ"
775,"Donald Trump",38.3160532545298,1359,"NE"
776,"Kamala Harris",40.4447081452236,1263,"NC"
777,"Joe Biden",31.3503945758566,1452,"WA"
778,"Joe Biden",42.5968361087143,965,"LA"
779,"Donald Trump",37.0682757440954,1259,"AR"
780,"Donald Trump",38.4942930424586,1275,"MN"
781,"Kamala Harris",49.2753758141771,1402,"AK"
782,"Donald Trump",43.6199697386473,697,"TN"
783,"Donald Trump",44.3692776886746,987,"NY"
784,"Joe Biden",33.4125953074545,569,"NY"
785,"Kamala Harris",34.0721817826852,1384,"AL"
786,"Joe Biden",47.5309942383319,760,"NY"
787,"Kamala Harris",46.750450511463,1331,"AL"
788,"Kamala Harris",44.4125408492982,1158,"SC"
789,"Kamala Harris",35.6212674221024,314,"ME"
790,"Kamala Harris",34.1998179350048,1024,"SC"
791,"Donald Trump",39.8830063920468,324,"NV"
792,"Donald Trump",40.4350561648607,1189,"NJ"
793,"Joe Biden",34.3966362345964,1324,"MN"
794,"Joe Biden",45.2621340472251,353,"NC"
795,"Kamala Harris",30.4903930611908,851,"GA"
796,"Donald Trump",44.2297189030796,627,"WV"
797,"Joe Biden",46.8177519831806,1413,"CT"
798,"Donald Trump",48.6164214415476,835,"PA"
799,"Donald Trump",43.2418329454958,471,"MN"
800,"Donald Trump",35.3988443873823,496,"MI"
801,"Joe Biden",34.3646692065522,431,"VA"
802,"Kamala Harris",47.3563634231687,996,"GA"
803,"Kamala Harris",30.4914310341701,1267,"NJ"
804,"Donald Trump",47.0005344878882,769,"MA"
805,"Donald Trump",40.4786615399644,1274,"OK"
806,"Donald Trump",38.7092540366575,969,"HI"
807,"Joe Biden",48.6258949292824,355,"UT"
808,"Kamala Harris",33.2910079183057,906,"ID"
809,"Joe Biden",37.5757678411901,1141,"CO"
810,"Donald Trump",32.7608987409621,382,"CA"
811,"Kamala Harris",32.9944215435535,395,"KS"
812,"Joe Biden",43.5289449477568,1456,"WA"
813,"Joe Biden",41.2423231173307,1399,"FL"
814,"Donald Trump",39.4329688558355,945,"NV"
815,"Kamala Harris",46.2220033723861,1131,"AL"
816,"Joe Biden",49.2477706447244,1310,"WY"
817,"Donald Trump",40.3081976808608,1018,"TN"
818,"Joe Biden",44.074455392547,1283,"KY"
819,"Joe Biden",33.617590200156,981,"MT"
820,"Kamala Harris",37.0993389422074,1228,"MD"
821,"Kamala Harris",30.9980557858944,677,"WY"
822,"Kamala Harris",33.0510740540922,649,"PA"
823,"Kamala Harris",31.9854343729094,840,"HI"
824,"Kamala Harris",35.602961522527,817,"HI"
825,"Donald Trump",37.7490040427074,531,"MD"
826,"Kamala Harris",42.683175727725,580,"RI"
827,"Donald Trump",44.1412721760571,1428,"IN"
828,"Kamala Harris",36.5203663753346,669,"MI"
829,"Donald Trump",49.303666302003,1395,"MS"
830,"Kamala Harris",43.9290889492258,1089,"MI"
831,"Donald Trump",33.2215638831258,1321,"CO"
832,"Donald Trump",37.3812448326498,1373,"MO"
833,"Kamala Harris",36.0443551838398,335,"MS"
834,"Donald Trump",39.1593153495342,1492,"MT"
835,"Joe Biden",46.4656549273059,1398,"AK"
836,"Kamala Harris",34.6507870173082,611,"MD"
837,"Joe Biden",38.0464445054531,970,"IL"
838,"Kamala Harris",49.4322560587898,1403,"ID"
839,"Donald Trump",32.4884149199352,972,"WA"
840,"Joe Biden",42.605801532045,1462,"ND"
841,"Joe Biden",44.0773401176557,1133,"MN"
842,"Kamala Harris",41.824005683884,1203,"MI"
843,"Joe Biden",49.93032542523,417,"CO"
844,"Donald Trump",30.9067220287398,1090,"KS"
845,"Kamala Harris",49.8014507582411,1176,"MO"
846,"Kamala Harris",44.9061261862516,1053,"MT"
847,"Donald Trump",38.7349919555709,341,"IA"
848,"Donald Trump",33.0601309752092,778,"SD"
849,"Donald Trump",38.9773035096005,479,"ND"
850,"Kamala Harris",33.7264942517504,734,"IA"
851,"Kamala Harris",38.5309716500342,559,"DE"
852,"Kamala Harris",46.4155973307788,472,"CA"
853,"Donald Trump",31.0075782844797,1230,"RI"
854,"Joe Biden",36.507643032819,550,"LA"
855,"Kamala Harris",46.8482385901734,316,"NJ"
856,"Kamala Harris",30.8039958588779,1046,"KY"
857,"Kamala Harris",45.8374592242762,501,"NY"
858,"Kamala Harris",49.232568750158,1306,"MD"
859,"Kamala Harris",43.2184097496793,1130,"VT"
860,"Kamala Harris",30.1743483822793,1211,"IN"
861,"Joe Biden",39.3157844850793,586,"MD"
862,"Joe Biden",44.3322769738734,1317,"AK"
863,"Joe Biden",30.5636421963573,921,"PA"
864,"Joe Biden",46.90965117421,369,"NV"
865,"Joe Biden",44.9283081805333,1357,"TX"
866,"Donald Trump",35.2806152869016,811,"TX"
867,"Joe Biden",44.9182735243812,694,"MN"
868,"Donald Trump",43.4316494269297,685,"TX"
869,"Donald Trump",33.4410546673462,656,"NH"
870,"Kamala Harris",43.3943293662742,420,"CT"
871,"Kamala Harris",48.6070806300268,687,"MN"
872,"Joe Biden",47.0194951677695,1385,"RI"
873,"Donald Trump",45.6214647041634,1214,"CT"
874,"Donald Trump",43.7168466253206,678,"ME"
875,"Joe Biden",41.8273822404444,1434,"MI"
876,"Kamala Harris",38.0654643382877,624,"NM"
877,"Kamala Harris",32.5669622514397,1341,"TN"
878,"Donald Trump",46.4032892882824,1465,"WV"
879,"Joe Biden",44.3344094464555,1032,"NJ"
880,"Kamala Harris",45.7664970494807,1206,"TX"
881,"Donald Trump",30.3663200233132,778,"MI"
882,"Joe Biden",33.4898028196767,462,"NV"
883,"Kamala Harris",41.9729793677106,470,"AL"
884,"Donald Trump",31.6127764573321,1247,"UT"
885,"Donald Trump",44.1463188361377,325,"NV"
886,"Donald Trump",41.2733754841611,551,"AL"
887,"Donald Trump",35.6561581837013,1071,"OR"
888,"Donald Trump",37.8411353146657,637,"KY"
889,"Joe Biden",43.454563356936,1494,"AL"
890,"Joe Biden",33.2435933453962,1064,"ME"
891,"Kamala Harris",32.1700380695984,406,"AK"
892,"Joe Biden",40.6688845995814,769,"NY"
893,"Joe Biden",32.0639820070937,601,"AL"
894,"Kamala Harris",31.8683617049828,881,"NM"
895,"Joe Biden",42.798502841033,1263,"FL"
896,"Donald Trump",41.2808487424627,311,"AK"
897,"Kamala Harris",36.1107303900644,667,"TN"
898,"Kamala Harris",35.3201806265861,480,"VT"
899,"Donald Trump",42.6500157918781,1352,"AK"
900,"Donald Trump",46.6151566710323,757,"MT"
901,"Joe Biden",31.0271123051643,626,"MD"
902,"Kamala Harris",49.846700723283,1299,"MD"
903,"Kamala Harris",30.4417438572273,1026,"VT"
904,"Joe Biden",33.5967777809128,1171,"VT"
905,"Kamala Harris",36.5738414973021,1230,"VT"
906,"Joe Biden",47.0979143353179,1098,"FL"
907,"Joe Biden",33.6872062645853,941,"ID"
908,"Donald Trump",45.9071340505034,934,"OH"
909,"Joe Biden",47.1770427655429,728,"PA"
910,"Joe Biden",39.4403906771913,1187,"VT"
911,"Joe Biden",42.9640567861497,541,"NV"
912,"Joe Biden",36.5008336910978,585,"NJ"
913,"Joe Biden",39.3227491620928,938,"NJ"
914,"Joe Biden",48.8481456739828,1178,"MN"
915,"Kamala Harris",34.9092859728262,873,"WV"
916,"Kamala Harris",30.4491411847994,1496,"OH"
917,"Joe Biden",49.3414366105571,805,"VA"
918,"Joe Biden",35.2009771391749,1112,"MN"
919,"Kamala Harris",43.0821443302557,916,"IN"
920,"Donald Trump",31.5076247509569,912,"VA"
921,"Donald Trump",49.3849219800904,788,"WI"
922,"Kamala Harris",48.3707864768803,1439,"SD"
923,"Kamala Harris",47.3630507243797,1388,"NM"
924,"Donald Trump",38.4875794965774,1460,"NJ"
925,"Kamala Harris",45.620639519766,1354,"NV"
926,"Kamala Harris",35.9981178538874,1329,"KS"
927,"Joe Biden",35.7890557684004,661,"MI"
928,"Donald Trump",49.9854766624048,881,"MA"
929,"Donald Trump",49.7407441586256,486,"NH"
930,"Donald Trump",39.6009268239141,758,"NY"
931,"Donald Trump",45.2455013245344,779,"AR"
932,"Joe Biden",36.57223850023,1199,"ID"
933,"Joe Biden",34.7247769450769,822,"AZ"
934,"Donald Trump",42.3572006076574,1412,"IN"
935,"Donald Trump",36.808985308744,1088,"VT"
936,"Joe Biden",31.167820552364,550,"NJ"
937,"Kamala Harris",49.6389164449647,1098,"IN"
938,"Joe Biden",43.760802433826,1469,"LA"
939,"Kamala Harris",47.2436444181949,717,"TN"
940,"Kamala Harris",39.2339096730575,957,"GA"
941,"Donald Trump",32.5205439701676,968,"NJ"
942,"Kamala Harris",43.605908905156,1258,"WY"
943,"Kamala Harris",30.3989757038653,1492,"MO"
944,"Kamala Harris",33.2591727934778,912,"KS"
945,"Joe Biden",47.9163167020306,1002,"IL"
946,"Kamala Harris",33.0631548911333,788,"UT"
947,"Joe Biden",35.1728318724781,559,"MT"
948,"Kamala Harris",34.8804936045781,649,"MT"
949,"Joe Biden",36.2372981477529,672,"MS"
950,"Joe Biden",34.4249337911606,1309,"NM"
951,"Donald Trump",30.6109368568286,971,"SD"
952,"Donald Trump",48.060732181184,1142,"NY"
953,"Joe Biden",49.1879492858425,1029,"NE"
954,"Joe Biden",48.8569732289761,1287,"GA"
955,"Joe Biden",39.0660007996485,939,"MT"
956,"Kamala Harris",38.7533000484109,1034,"GA"
957,"Joe Biden",31.0033229552209,554,"AK"
958,"Joe Biden",37.1964253671467,826,"CO"
959,"Donald Trump",47.9328812938184,706,"NV"
960,"Joe Biden",37.4212633445859,1222,"AK"
961,"Joe Biden",40.0657002255321,738,"VT"
962,"Kamala Harris",40.5519861215726,896,"WA"
963,"Donald Trump",33.4054013015702,1343,"LA"
964,"Kamala Harris",40.7719755358994,718,"LA"
965,"Donald Trump",32.2098689014092,926,"HI"
966,"Kamala Harris",42.2821006877348,1052,"CT"
967,"Joe Biden",40.8995285397395,1478,"IN"
968,"Donald Trump",34.5525738503784,506,"WY"
969,"Donald Trump",48.0301730521023,304,"PA"
970,"Donald Trump",33.9705287339166,829,"ND"
971,"Donald Trump",38.4362423513085,457,"WV"
972,"Donald Trump",47.6872371602803,1232,"LA"
973,"Joe Biden",34.7640169318765,750,"MS"
974,"Kamala Harris",35.8326119650155,502,"FL"
975,"Donald Trump",47.5279053905979,809,"SD"
976,"Kamala Harris",42.3814495000988,632,"AL"
977,"Donald Trump",47.1459750737995,1406,"ND"
978,"Joe Biden",39.5456866500899,591,"WY"
979,"Kamala Harris",47.8846191987395,614,"NH"
980,"Donald Trump",33.3813871350139,1340,"MT"
981,"Kamala Harris",42.4214027542621,1410,"PA"
982,"Donald Trump",44.4552105944604,1275,"WY"
983,"Kamala Harris",33.804323268123,916,"OH"
984,"Kamala Harris",41.3743100455031,438,"KY"
985,"Donald Trump",43.4306265506893,353,"ND"
986,"Donald Trump",48.3842179737985,432,"AK"
987,"Donald Trump",36.5111939562485,1449,"PA"
988,"Kamala Harris",40.9350414061919,598,"PA"
989,"Joe Biden",30.0998235726729,567,"NY"
990,"Joe Biden",37.4023228278384,1393,"IN"
991,"Joe Biden",42.7524284925312,462,"AL"
992,"Kamala Harris",42.1921402029693,1017,"OK"
993,"Joe Biden",46.365843382664,1084,"MD"
994,"Donald Trump",32.3578359326348,1063,"IL"
995,"Kamala Harris",43.2671534223482,882,"WA"
996,"Joe Biden",34.0321451053023,1260,"TX"
997,"Donald Trump",41.73719082959,1213,"RI"
998,"Donald Trump",43.9013995742425,1390,"NV"
999,"Kamala Harris",40.565762957558,447,"MI"
1000,"Donald Trump",37.3904302017763,450,"UT"
